Tên Merchant,Tên thương hiệu/ cửa hàng,Danh mục ngành hàng,điểm bán,Tỉnh/Thành phố,Quận/Huyện,Phường/Xã,Địa chỉ,Số điện thoại,Website,Mô tả,Tên ảnh
Cty TNHH Thương mại Giải trí MCRIO,MCRIO,Dịch vụ khác,MCRIO,Hà Nội,Đống Đa,Láng Thượng,109 đường Láng,,,,
HKD Giặt là Minh Anh,Minh Anh - Giặt khô là hơi,Dịch vụ khác,Minh Anh - Giặt khô là hơi,Hà Nội,Hai Bà Trưng,Bách Khoa,"P102 Z10 Bách Khoa,",,,,
HKD Nguyễn Trần Trung,A1 Gaming,Dịch vụ khác,A1 Gaming,Hà Nội,Hai Bà Trưng,Bách Khoa,P117 K6B Tạ Quang Bửu,,,,
Cty CP Bay 360,Cty CP Bay 360,Du lịch,Cty CP Bay 360,Hà Nội,Hai Bà Trưng,Vĩnh Tuy,"P2 609 t8 Time City, 458 Minh Khai, Hà Nội",,,,
Cty CP Bay 360,Cty CP Bay 360,Du lịch,Cty CP Bay 360,Hồ Chí Minh,Quận 1,Tân Định,186 BIS Trần Quang Khải,,,,
HKD Nguyễn Quang Toản,BENSON ,Thời trang,BENSON ,Hà Nội,Đống Đa,Quang Trung,114 Chùa Bộc,,,,
HKD Nguyễn Quang Toản,BENSON ,Thời trang,BENSON ,Hà Nội,Hai Bà Trưng,Cầu Dền,207 Bạch Mai,,,,
HKD Nguyễn Quang Toản,BENSON ,Thời trang,BENSON ,Hà Nội,Cầy Giấy,Quan Hoa,113 Cầu Giấy,,,,
HKD Sen,Made in Vietnam,Thời trang,Made in Vietnam,Hà Nội,Hoàn Kiếm,Hàng Trống,Số 71 Hàng Trống,,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Cầy Giấy,Trung Hòa,35 Nguyễn Ngọc Vũ,,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Thanh Trì,Tân Triều,147 Yên Xá,,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,92 Thợ Nhuộm,,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Hà Đông,La Khê,Vòng xuyến,,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Bắc Từ Liêm,Xuân Đỉnh,36 Tân Xuân,,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Cầy Giấy,Dịch Vọng,24 Dịch Vọng,,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Đống Đa,Láng Hạ,54 Nguyên Hồng,,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Tây Hồ,Thụy Khuê,"362 Thụy Khuê,",,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Từ Liêm,Phúc Diễn,"Số 3, Văn Tiến Dũng",,,,
Cty CP Công nghệ VIPLAB Việt Nam,phòng khám nha khoa VIPLAB,Dịch vụ khác,phòng khám nha khoa VIPLAB,Hà Nội,Tây Hồ,Yên Phụ,108B phố Yên Phụ,,,,
HKD Thanh Quế,KN VA QC THANH QUẾ,Nội thất,KN VA QC THANH QUẾ,Thanh Hóa,Thanh Hóa,Quảng Đông,Thôn Đông Văn,,,,
HKD Vũ Văn Gioi,TRÀ SỮA ĐÀI LOAN DIAMOND,Trà sữa,TRÀ SỮA ĐÀI LOAN DIAMOND,Thanh Hóa,Hậu Lộc,Hậu Lộc,"Số 200, khu 2",,,,
HKD Đào Thị Anh,NHẬT HOÀNG SHOP,Thời trang,NHẬT HOÀNG SHOP,Thanh Hóa,Hậu Lộc,Hậu Lộc,Thị trấn Hậu Lộc,,,,
HKD Phạm Thị Tuyết Mai,PHẠM THỊ TUYẾT MAI,Dịch vụ khác,PHẠM THỊ TUYẾT MAI,Hà Tĩnh,Nghi Xuân,Nghi Hồng,"Thôn 9, Nghi Hồng",,,,
HKD Lê Tiến Bách,PHÒNG TRANH BÁCH THẢO,Nội thất,PHÒNG TRANH BÁCH THẢO,Nghệ An,Vinh,Hưng Phúc,Số 50 đường Nguyễn Sỹ Sách,,,,
Công ty TNHH TM và DV Hoàng Hải Long,KHÁCH SẠN WHITE HOTEL,Du lịch,KHÁCH SẠN WHITE HOTEL,Nghệ An,Vinh,Cửa Nam,Số 63 Hồ Xuân Hương,,,,
Công ty TNHH Viễn Thông Hoàng Nam,        CONG TY HOANG NAM,Điện tử - Điện máy,        CONG TY HOANG NAM,Nghệ An,Vinh,Lê Mao,Số 71 Nguyễn Thị Minh Khai,,,,
Công ty TNHH Viễn Thông Hoàng Nam,HOANG NAM MOBILE,Điện tử - Điện máy,HOANG NAM MOBILE,Nghệ An,Vinh,Lê Mao,"Số 75, Nguyễn Thị Minh Khai",,,,
Công ty TNHH Viễn Thông Hoàng Nam,",HOANG NAM MOBILE CS4",Điện tử - Điện máy,",HOANG NAM MOBILE CS4",Nghệ An,Diễn Châu,Diễn Châu,"Ngã 3, TT Diễn Châu",,,,
Công ty TNHH Viễn Thông Hoàng Nam,",HOANG NAM MOBILE CS5",Điện tử - Điện máy,",HOANG NAM MOBILE CS5",Nghệ An,Vinh,Yến Thành,Khối 1,,,,
Công ty TNHH Viễn Thông Hoàng Nam,HOANG NAM MOBILE CS6,Điện tử - Điện máy,HOANG NAM MOBILE CS6,Nghệ An,Quỳnh Lưu,Cầu Giát,Khối 2,,,,
Công ty TNHH Viễn Thông Hoàng Nam,""",HOANG NAM MOBILE CS7""",Quán café,""",HOANG NAM MOBILE CS7""",Nghệ An,Thanh Chương,Thanh Dương,Khối 9,,,,
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Hoàn Kiếm,Hàng Bông,"Số 8, Ngõ Trạm",2485829846,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Hoàn Kiếm,Hàng Bông,38 Phùng Hưng,2439289833,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Đống Đa,Láng Hạ,78 Láng Hạ,2437765447,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Cầy Giấy,Dịch Vọng Hậu,9 Trần Thái Tông,2462697623,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Tây Hồ,Nhật Tân,429 Âu Cơ,2437186461,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Thanh Xuân,Thanh Xuân Trung,55 Khuất Duy Tiến,2435430611,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Đống Đa,Ngã Tư Sở,"580 Trường Chinh,",2435643132,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Hai Bà Trưng,Đồng Tâm,48 Trần Đại Nghĩa,2438694615,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Hoàng Mai,0,"15 Kim Đồng, Hoàng Mai",2432181023,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Long Biên,Ngọc Lâm,"80 Ngọc Lâm,",2432127806,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
Cty CP Bánh Ngọt Anh Hòa,Anh Hòa Bakery ,Hàng bánh ngọt,Anh Hòa Bakery ,Hà Nội,Đống Đa,Khâm Thiên,219 Khâm Thiên,2439322767,http://banhngotphap.vn/,"Bánh Ngọt Anh Hòa là một thương hiệu nổi tiếng, mang đậm hương vị Pháp “nguyên chất”.",AnhHoaBakery.jpg
HỘ KINH DOANH ĐẬU QUANG DŨNG,ĐĂNG QUANG,Mua sắm,ĐĂNG QUANG,Nghệ An,Vinh,Trung Đô,Số 127 đường Nguyễn Du,,,,
HỘ KINH DOANH ĐẬU QUANG DŨNG,ĐĂNG QUANG,Mua sắm,ĐĂNG QUANG,Nghệ An,Vinh,Hà Huy Tập,Số 15B đ. Hà Huy Tập,,,,
HỘ KINH DOANH NGUYỄN VĂN QUÝ,        G7 MARK BẠCH LIÊU,Siêu thị - Cửa hàng tạp hóa,        G7 MARK BẠCH LIÊU,Nghệ An,Vinh,Bến Thủy,Số 20 Đ. Nguyễn Văn Trỗi,,,,
HỘ KINH DOANH NGUYỄN VĂN QUÝ,",G7 MARK NVT",Siêu thị - Cửa hàng tạp hóa,",G7 MARK NVT",Nghệ An,Vinh,Bến Thủy,"Khối 3( thửa đất số 05, tờ bản đồ số 21)",,,,
HKD TRẦN THỊ KIM ANH,TẠP HÓA HÙNG ANH,Siêu thị - Cửa hàng tạp hóa,TẠP HÓA HÙNG ANH,Nghệ An,Vinh,Trường Thi,Số 77 đường Võ Thị Sáu,,,,
HKD Lê Thị Nga,NGA LÙN,Thời trang,NGA LÙN,Thanh Hóa,Thanh Hóa,Ba Đình,Số 22 Đào Duy Từ,,,,
HKD Lazy Girl Boutique,SHOP HUYỀN NYK,Thời trang,SHOP HUYỀN NYK,Thanh Hóa,Thanh Hóa,Ba Đình,Số 2 Nguyễn Trãi,,,,
HKD Lazy Girl Boutique,SHOP GIANG CÒI,Thời trang,SHOP GIANG CÒI,Thanh Hóa,Thanh Hóa,Lam Sơn,Số 20 Đào Duy Từ,,,,
HKD Lê Thị Phương,BE U Dao Duy Tu,Thời trang,BE U Dao Duy Tu,Thanh Hóa,Thanh Hóa,Ba Đình,Số 54 Đào Duy Từ,,,,
HKD Lê Thị Phương,AMRIS Dao Duy Tu,Thời trang,AMRIS Dao Duy Tu,Thanh Hóa,Thanh Hóa,Ba Đình,Số 42 Đào Duy Từ,,,,
HKD Lê Thị Quỳnh Nga,SHOP TÙNG NGA,Thời trang,SHOP TÙNG NGA,Thanh Hóa,Thanh Hóa,Ba Đình,Số 237 Lê Hoàn,,,,
HỘ KINH DOANH PHONENIX,",PHONENIX",Điện tử - Điện máy,",PHONENIX",Nghệ An,Vinh,Trường Thi,"Số 09, Đ. Võ Thị Sáu",,,,
Công ty TNHH thương mại và phát triển giáo dục ASIA,SHOP TOM MART VNXK,Thời trang,SHOP TOM MART VNXK,Nghệ An,Vinh,Bến Thủy,"Số nhà 121, đường Phong Định Cảng",,,,
HKD máy tính Thảo Diệp,MÁY TÍNH THẢO DIỆP,Điện tử - Điện máy,MÁY TÍNH THẢO DIỆP,Nghệ An,Vinh,Hưng Dũng,Số 140 đường Phong Định Cảng,,,,
Công ty TNHH Hồng Minh,GARA OTO HỒNG MINH,Dịch vụ khác,GARA OTO HỒNG MINH,Nghệ An,Vinh,Quán Bàu,"Số 217, đường Nguyễn Trãi",,,,
HKD Nguyễn Thị Thanh Nhàn,NHÀN NGUYỄN MART,Siêu thị - Cửa hàng tạp hóa,NHÀN NGUYỄN MART,Nghệ An,Vinh,Bến Thủy,Số 74 đường Nguyễn Văn Trỗi,,,,
HKD Nguyễn Thị Thanh Ngà,ĐẬU PHỤ LÀNG MƠ,Nhà hàng,ĐẬU PHỤ LÀNG MƠ,Nghệ An,Vinh,Hồng Sơn,Số 98 đường Hồng Sơn,,,,
Công ty cổ phần tư vấn thiết kế xây dựng và thương mại SMG,",SMG CT JSC",Dịch vụ khác,",SMG CT JSC",Nghệ An,Vinh,Lê Mao,"53 Đặng Tất, Lê Mao",,,,
HKD Hoàng Thị Hải Yến,HOÀNG THỊ HẢI YẾN,Thời trang,HOÀNG THỊ HẢI YẾN,Hà Tĩnh,Nghi Xuân,Nghi Xuân,Chợ Giang Đình,,,,
HKD Đậu Thị Hà,QUÁN BIA HÀ NGHI,Nhà hàng,QUÁN BIA HÀ NGHI,Nghệ An,Vinh,Bến Thủy,Số 74 Nguyễn Văn Trỗi,,,,
HKD Nguyễn Văn Khánh,",HK GAME",Giải trí,",HK GAME",Thanh Hóa,Thanh Hóa,Ba Đình,Số nhà 20 Nguyễn Trinh Tiếp,,,,
HKD Đinh Văn Chuông,        TAGSGC NGUYỆT CHUÔNG,Siêu thị - Cửa hàng tạp hóa,        TAGSGC NGUYỆT CHUÔNG,Thanh Hóa,Hậu Lộc,Minh Lộc,Minh Lộc,,,,
HKD Mai Văn Cường,CƯỜNG PHÁT,Nội thất,CƯỜNG PHÁT,Thanh Hóa,Nga Sơn,Nga Tân,"Xóm 8, xã Nga Tân",,,,
HKD Nguyễn Thị Dung,HKD Nguyễn Thị Dung,Nhà hàng,DUNG NGUYỄN,Thanh Hóa,Thanh Hóa,Tân Sơn,Số 28/6 Dương Đình Nghệ,,,,
HKD Hồng yên,   Thời trang YEN MINH,Thời trang,        YEN MINH,Thanh Hóa,Thanh Hóa,Ba Đình,11 Đào Duy Từ,,,,
HKD Hồng yên,Giày dép MINH YEN,Thời trang,        GIAY DEP MINH YEN,Thanh Hóa,Thanh Hóa,Ba Đình,7 Đào Duy Từ,,,,
HKD cửa hàng tự chọn WIKI MART,WIKI MART,Thời trang,WIKI MART,Thanh Hóa,Thanh Hóa,Trường Thi,Số nhà 290 Trường Thi,,,,
HKD Cơ khí nội bài và ngoại thất Hồ Sang,Cơ khí Nội Ngoại Hồ Sang,Nội thất,CK NỘI NGOẠI HỒ SANG,Nghệ An,Vinh,Hưng Bình,Số 23A ngõ 11 đường Đốc Thiết,,,,
Cty TNHH TM và DV Du lịch Phượt,Phượt Travel,Du lịch,Phượt Travel,Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,"Tầng 21, 109 Trần Hưng Đạo",,,,
Cty TNHH TM và DV Du lịch Phượt,Phượt Travel,Du lịch,Phượt Travel,Hà Nội,Hoàng Mai,Mai Động,"503, NO2 87 Lĩnh Nam",,,,
HKD Trần Thu Hiền ,HKD Trần Thu Hiền ,Nội thất,Không tên,Thái Nguyên,Thái Nguyên,Phan Đình Phùng,"Số nhà 262, tổ 8",,,,
HKD Quầy thuốc Việt Trang,Quầy thuốc Việt Trang,Dịch vụ khác,Quầy thuốc Việt Trang,Thái Nguyên,Thái Nguyên,Đồng tiến,TDP An Bình,,,,
HKD Quầy thuốc Việt Trang,Quầy thuốc Việt Trang,Dịch vụ khác,Quầy thuốc Việt Trang,Thái Nguyên,Thái Nguyên,Tích Lương,Tổ 3,,,,
HKD Trần Mạnh Quân- VNXK,Thời trang XK,Thời trang,Thời trang XK,Hà Nội,Hoàn Kiếm,Lý Thái Tổ,48 Nguyễn Hữu Huân,,,,
HKD Trần Mạnh Quân- VNXK,Thời trang XK,Thời trang,Thời trang XK,Hà Nội,Đống Đa,Kim Mã,124 Giảng Võ,,,,
HKD Trần Mạnh Quân- VNXK,Thời trang XK,Thời trang,Thời trang XK,Hà Nội,Long Biên,Ngọc Lâm,415 Ngọc Lâm,,,,
HKD Quầy thuốc Mạnh Cường,Quầy thuốc Mạnh Cường,Dịch vụ khác,Quầy thuốc Mạnh Cường,Hà Nội,Gia Lâm,Trâu Quỳ,"Số 16 Đường Y, tổ dân phố Nông Lâm ( nhà bà Lưu Thị Vui)",,,,
HKD Thể Thao Gia Nhi,Gia Nhi Sport,Thời trang,Gia Nhi Sport,Hà Nội,Đống Đa,Cát linh,Số 14A Trịnh Hoài Đức,,,,
HKD Thể Thao Gia Nhi,Gia Nhi Sport,Thời trang,Gia Nhi Sport,Hà Nội,Đống Đa,Cát linh,14 Trịnh Hoài Đức,,,,
Cty TNHH Vàng Bạc Đá quý Đức Tín, Vàng Bạc Đá quý Đức Tín,Dịch vụ khác, Vàng Bạc Đá quý Đức Tín,Hà Nội,Cầy Giấy,Trung Hòa,Số 2 Ngõ 259 đường Yên Hòa,,,,
Cty TNHH UG-TRAD,UG-TRAD,Siêu thị - Cửa hàng tạp hóa,UG-TRAD,Hà Nội,Thanh Xuân,Khương Trung,"Số 37 Tô Vĩnh Diện,",,,,
HKD Kính mắt Quang Nhãn,Kính mắt Quang Nhãn,Thời trang,Kính mắt Quang Nhãn,Hà Nội,Hà Đông,Phú La,Số 861 Quang Trung,,,,
Cty TNHH Kính mắt Quang Nhãn,Kính mắt Quang Nhãn,Thời trang,Kính mắt Quang Nhãn,Hà Nội,Hà Đông,Mỗ Lao,98 Trần Phú,,,,
Cty TNHH Kính mắt Quang Nhãn,Kính mắt Quang Nhãn,Thời trang,Kính mắt Quang Nhãn,Hà Nội,Cầy Giấy,Nghĩa Đô,24 Hoàng Quốc Việt,,,,
Cty TNHH Kính mắt Quang Nhãn,Kính mắt Quang Nhãn,Thời trang,Kính mắt Quang Nhãn,Hà Nội,Đống Đa,Láng Thượng,68 Nguyễn Chí Thanh,,,,
HKD Thẩm mỹ Tâm Việt,Thẩm mỹ Tâm Việt,Spa - Làm đẹp,Thẩm mỹ Tâm Việt,Hà Nội,Đống Đa,Láng Hạ,Số 105 nhà B9 ngõ 20 Láng Hạ,,,,
HKD Không tên Lê Tuấn Anh,SAKURA SHOP,Thời trang,SAKURA SHOP,Hà Nội,Thanh Xuân,Khương Mai,Số 231 phố Nguyễn Ngọc Nại,,,,
HKD Không tên Lê Tuấn Anh,SAKURA SHOP,Thời trang,SAKURA SHOP,Hà Nội,Thanh Xuân,Khương Trung,119 Hoàng Văn Thái,,,,
HKD Salon Tóc Đào Trí,Salon Tóc Đào Trí,Spa - Làm đẹp,Salon Tóc Đào Trí,Hà Nội,Đống Đa,Kim Liên,Số 102-C5 Lương Định Của,,,,
Trường Mầm Non Ánh Dương,Trường mầm non Ánh Dương CS1,Giáo dục – Đào tạo,Trường mầm non Ánh Dương CS1,Hà Nội,Cầy Giấy,Mai Dịch,số nhà 58 khu TĐC Tây Nam,,,,
Trường Mầm Non Ánh Dương,Trường mầm non Ánh Dương CS2,Giáo dục – Đào tạo,Trường mầm non Ánh Dương CS2,Hà Nội,Cầy Giấy,Mai Dịch,"Số 2, Nguyễn Khả Trạc",,,,
Trường Mầm Non Ánh Dương,Trường mầm non Ánh Dương CS3,Giáo dục – Đào tạo,Trường mầm non Ánh Dương CS3,Hà Nội,Hà Đông,Văn Quán,Ô 46 BT8 khu biệt thự Văn Quán,,,,
Trường Mầm Non Ánh Dương,Trường mầm non Ánh Dương CS5,Giáo dục – Đào tạo,Trường mầm non Ánh Dương CS5,Hà Nội,Thanh Xuân,Thanh Xuân Nam,"Số nhà 32, ngõ 68, Nguyễn Xiển",,,,
HKD Giày chất,Giày dép Phương Anh,Thời trang,Giày dép Phương Anh,Hà Nội,Từ Liêm,Phú Diễn,283 Hồ Tùng Mậu,,,,
HKD Giày chất,Giày dép Phương Anh,Thời trang,Giày dép Phương Anh,Hà Nội,Hoài Đức,Trạm Trôi,Khu 2,,,,
Cty CP Thời trang K'Closet,KSCLOSET,Thời trang,KSCLOSET PHO HUE,Hà Nội,Hai Bà Trưng,Hài Bài,28A Phố Huế,918206263,http://kscloset.vn/,Thương hiệu thời trang trẻ em an toàn tiên phong trong việc mang đến thế giới thời trang kích thích sự sáng tạo cho trẻ em Việt Nam.,logo_k-closet.png
Cty CP Thời trang K'Closet,KSCLOSET,Thời trang,KSCLOSET HANG DA,Hà Nội,Hoàn Kiếm,Cửa Đông,"Số 9 Hàng Da,",918206263,http://kscloset.vn/,Thương hiệu thời trang trẻ em an toàn tiên phong trong việc mang đến thế giới thời trang kích thích sự sáng tạo cho trẻ em Việt Nam.,logo_k-closet.png
Cty CP Thời trang K'Closet,KSCLOSET,Thời trang,KSCLOSET LLQ,Hà Nội,Tây Hồ,Bưởi,"272 Lạc Long Quân,",918206263,http://kscloset.vn/,Thương hiệu thời trang trẻ em an toàn tiên phong trong việc mang đến thế giới thời trang kích thích sự sáng tạo cho trẻ em Việt Nam.,logo_k-closet.png
Cty CP Thời trang K'Closet,KSCLOSET,Thời trang,KSCLOSET LAC TRUNG,Hà Nội,Hai Bà Trưng,Vĩnh tuy,280 Lạc Trung,918206263,http://kscloset.vn/,Thương hiệu thời trang trẻ em an toàn tiên phong trong việc mang đến thế giới thời trang kích thích sự sáng tạo cho trẻ em Việt Nam.,logo_k-closet.png
Cty CP Thời trang K'Closet,KSCLOSET,Thời trang,KSCLOSET DAO TAN,Hà Nội,Ba Đình,Cống vị,"Tầng 5, TTTM Lotte Đào Tấn, 54 Liễu Giai",918206263,http://kscloset.vn/,Thương hiệu thời trang trẻ em an toàn tiên phong trong việc mang đến thế giới thời trang kích thích sự sáng tạo cho trẻ em Việt Nam.,logo_k-closet.png
Cty CP Thời trang K'Closet,KSCLOSET,Thời trang,KSCLOSET SAVICO LB,Hà Nội,Long Biên,Gia Thụy,219 Tầng 2 TTTM Savico Long Biên,918206263,http://kscloset.vn/,Thương hiệu thời trang trẻ em an toàn tiên phong trong việc mang đến thế giới thời trang kích thích sự sáng tạo cho trẻ em Việt Nam.,logo_k-closet.png
Cty TNHH Du lịch Khanh Phương,Cty TNHH Du lịch Khanh Phương,Du lịch,Cty TNHH Du lịch Khanh Phương,Hà Nội,Hoàn Kiếm,Hàng Buồm,Số 59 Mã Mây,,,,
HKD Ngô Thị Thùy Liên,Thời trang DAD,Thời trang,Thời trang DAD,Hà Nội,Hà Đông,Hà Cầu,"Gian hàng 260, Tầng 2, Mê Linh Plaza",,,,
HKD Ngô Thị Thùy Liên,Thời trang DAD,Thời trang,Thời trang DAD,Hà Nội,Hà Đông,Hà Cầu,"Gian hàng 255, Tầng 2, Mê Linh Plaza",,,,
HKD Ngô Thị Thùy Liên,Thời trang DAD,Thời trang,Thời trang DAD,Hà Nội,Cầy Giấy,Trung Hòa,"B21 Siêu thị Vinmart, N05 Hoàng Đạo Thúy",,,,
HKD Ngô Thị Thùy Liên,Thời trang DAD,Thời trang,Thời trang DAD,Hà Nội,Hà Đông,Mộ Lao,"Gian hàng 05 , Tầng 1, Big C Hồ Gươm",,,,
Cty CP Nhà 3S,Cty CP Nhà 3S,Dịch vụ khác,Cty CP Nhà 3S,Hà Nội,Đống Đa,Văn Chương,Số 176 Ngõ Văn Chương,,,,
Cty CP Nhà 3S,Cty CP Nhà 3S,Dịch vụ khác,Cty CP Nhà 3S,Hà Nội,Đống Đa,Láng Thượng,Số 12 Ngõ 528 đường Láng,,,,
Cty CP Nhà 3S,Cty CP Nhà 3S,Dịch vụ khác,Cty CP Nhà 3S,Hà Nội,Tây Hồ,Phú Thượng,Nhà C13 Dự án Ao Đình,,,,
HKD KANA,KANA SHOP,Thời trang,KANA SHOP,Hà Nội,Hoàn Kiếm,Hàng Trống,Số 41 phố Hàng Trống,,,,
HKD KANA,KANA SHOP,Thời trang,KANA SHOP,Hà Nội,Ba Đình,Kim Mã,220 KiM Mã,,,,
HKD KANA,KANA SHOP,Thời trang,KANA SHOP,Hà Nội,Hai Bà Trưng,Bùi Thị Xuân,112 Triệu Việt Vương,,,,
Cty CP Nguyễn Gia Việt Nam,Thời trang Nguyễn Gia,Thời trang,Thời trang Nguyễn Gia,Hà Nội,Thanh Trì,Văn Điển,Số 314 đường Ngọc Hồi,,,,
HKD Nghiêm Đình Đoàn,Thời trang DAD,Thời trang,Thời trang DAD,Hà Nội,Mê Linh,Quang Minh,Gian hàng E17 18 TTTM Mê Linh Plaza,,,,
HKD Nghiêm Đình Đoàn,Thời trang DAD,Thời trang,Thời trang DAD,Hà Nội,Mê Linh,Quang Minh,"Gian hàng 21+22, TTTM Mê Linh Plaza",,,,
HKD Liberty HV Hotel,Liberty HV Hotel,Du lịch,Liberty HV Hotel,Vĩnh phúc,Phúc Yên,Tiền Châu,Liền kè 3-32 KĐT Hùng Vương,,,,
HKD Phạm Thị Tình,Nội thất Hùng Thịnh,Nội thất,Nội thất Hùng Thịnh,Hà Nội,Hà Đông,Kiến Hưng,Nhà A2 Khu TT Cty Sông Đà 10,,,,
Cty CP TM và PT Nhất Duy,Nhất Duy Hair Salon,Spa - Làm đẹp,Nhất Duy Hair Salon,Hà Nội,Cầy Giấy,Dịch Vọng,Số 26 Dịch Vọng,,,,
HKD Cửa hàng thời trang X,Lucy,Thời trang,Lucy,Hà Nội,Thanh Xuân,Khương Trung,30 Khương Trung,,,,
HKD Cửa hàng thời trang X,Thời trang X,Thời trang,Thời trang X,Hà Nội,Cầy Giấy,Quan Hoa,57 Quan Hoa,,,,
HKD Cửa hàng thời trang X,Thời trang X,Thời trang,Thời trang X,Hà Nội,Hai Bà Trưng,Bách Khoa,29 Trần Đại Nghĩa,,,,
HKD Cửa hàng thời trang X,Lucy,Thời trang,Lucy,Hà Nội,Cầy Giấy,Cổ Thuế 1,51A Phạm Tuấn Tài,,,,
HKD Thời trang béo,Cửa hàng thời trang Béo,Thời trang,Cửa hàng thời trang Béo,Hà Nội,Ba Đình,Đội Cấn,36G Đội Cấn,,,Cửa hàng thời trang Béo,
HKD Thời trang béo,Cửa hàng thời trang Béo,Thời trang,Cửa hàng thời trang Béo,Hải Phòng,Ngô Quyền,Cầu Đất,106 Cầu Đất,,,Cửa hàng thời trang Béo,
HKD Thời trang béo ,Cửa hàng thời trang Béo,Thời trang,Cửa hàng thời trang Béo,Hà Nội,Từ Liêm,Cầu Diễn,281 Hồ Tùng Mậu,,,Cửa hàng thời trang Béo,
